Date,Product,Country,Store,Quantity,Unit_Price,Unit_Cost
2023-06-30,Mouse,Spain,Store_A,4,50,20
2023-06-30,Laptop,Spain,Store_C,9,1200,800
2023-06-30,Monitor,Argentina,Store_C,2,300,200
2023-07-01,Headset,Argentina,Store_C,6,100,60
2023-07-01,Monitor,USA,Store_C,1,300,200
2023-07-01,Keyboard,Argentina,Store_C,2,80,40
2023-07-01,Laptop,Spain,Store_B,5,1200,800
2023-07-01,Laptop,USA,Store_C,9,1200,800
2023-07-02,Monitor,Spain,Store_C,9,300,200
2023-07-02,Mouse,Argentina,Store_C,2,50,20
2023-07-02,Headset,Spain,Store_B,6,100,60
2023-07-02,Laptop,USA,Store_C,1,1200,800
2023-07-02,Mouse,Spain,Store_A,4,50,20
2023-07-02,Headset,Spain,Store_B,9,100,60
2023-07-02,Laptop,Spain,Store_A,6,1200,800
2023-07-03,Mouse,Spain,Store_A,8,50,20
2023-07-03,Laptop,USA,Store_C,3,1200,800
2023-07-03,Monitor,Spain,Store_B,9,300,200
2023-07-03,Monitor,Argentina,Store_A,7,300,200
2023-07-04,Keyboard,Spain,Store_C,5,80,40
2023-07-04,Laptop,Spain,Store_B,2,1200,800
2023-07-04,Mouse,Argentina,Store_C,8,50,20
2023-07-04,Monitor,USA,Store_A,10,300,200
2023-07-04,Keyboard,Argentina,Store_A,3,80,40
2023-07-04,Headset,Spain,Store_B,2,100,60
2023-07-05,Monitor,Spain,Store_B,1,300,200
2023-07-05,Laptop,USA,Store_A,2,1200,800
2023-07-05,Mouse,USA,Store_A,3,50,20
2023-07-05,Monitor,USA,Store_C,3,300,200
2023-07-05,Monitor,USA,Store_B,4,300,200
2023-07-05,Laptop,Spain,Store_C,9,1200,800
2023-07-05,Headset,USA,Store_C,2,100,60
2023-07-05,Mouse,Spain,Store_A,4,50,20
2023-07-06,Mouse,Spain,Store_A,10,50,20
2023-07-06,Monitor,USA,Store_C,9,300,200
2023-07-06,Mouse,Spain,Store_A,8,50,20
2023-07-06,Laptop,Spain,Store_A,9,1200,800
2023-07-06,Laptop,Argentina,Store_C,8,1200,800
2023-07-07,Keyboard,Argentina,Store_B,7,80,40
2023-07-07,Monitor,Spain,Store_C,9,300,200
2023-07-07,Laptop,USA,Store_B,6,1200,800
2023-07-07,Keyboard,Spain,Store_B,4,80,40
2023-07-07,Laptop,Argentina,Store_B,8,1200,800
2023-07-07,Headset,Spain,Store_C,10,100,60
2023-07-07,Headset,USA,Store_C,10,100,60
2023-07-07,Mouse,USA,Store_A,10,50,20
2023-07-07,Keyboard,Spain,Store_B,1,80,40
2023-07-07,Headset,USA,Store_B,4,100,60
2023-07-08,Mouse,Argentina,Store_C,9,50,20
2023-07-08,Mouse,USA,Store_A,1,50,20
2023-07-08,Laptop,Argentina,Store_A,2,1200,800
2023-07-08,Keyboard,Argentina,Store_C,10,80,40
2023-07-08,Monitor,USA,Store_A,3,300,200
2023-07-08,Headset,Argentina,Store_A,9,100,60
2023-07-08,Laptop,Spain,Store_A,1,1200,800
2023-07-08,Headset,USA,Store_C,8,100,60
2023-07-09,Mouse,Spain,Store_B,5,50,20
2023-07-09,Monitor,USA,Store_C,7,300,200
2023-07-09,Keyboard,USA,Store_C,5,80,40
2023-07-09,Keyboard,Spain,Store_C,7,80,40
2023-07-09,Laptop,Argentina,Store_A,5,1200,800
2023-07-09,Laptop,USA,Store_A,4,1200,800
2023-07-09,Headset,Spain,Store_C,10,100,60
2023-07-09,Headset,USA,Store_A,10,100,60
2023-07-10,Monitor,Argentina,Store_A,10,300,200
2023-07-10,Laptop,Argentina,Store_A,6,1200,800
2023-07-10,Laptop,Spain,Store_A,1,1200,800
2023-07-11,Keyboard,Argentina,Store_A,10,80,40
2023-07-11,Mouse,USA,Store_B,6,50,20
2023-07-11,Headset,Argentina,Store_C,6,100,60
2023-07-11,Keyboard,Spain,Store_B,5,80,40
2023-07-11,Laptop,Argentina,Store_C,6,1200,800
2023-07-11,Monitor,Argentina,Store_C,9,300,200
2023-07-11,Keyboard,Argentina,Store_B,1,80,40
2023-07-12,Laptop,USA,Store_C,2,1200,800
2023-07-12,Laptop,Spain,Store_C,1,1200,800
2023-07-12,Laptop,Spain,Store_A,5,1200,800
2023-07-12,Laptop,Spain,Store_C,1,1200,800
2023-07-12,Monitor,Spain,Store_A,2,300,200
2023-07-12,Mouse,Spain,Store_B,9,50,20
2023-07-12,Headset,USA,Store_B,1,100,60
2023-07-12,Monitor,USA,Store_B,1,300,200
2023-07-13,Laptop,USA,Store_B,2,1200,800
2023-07-13,Monitor,Argentina,Store_C,3,300,200
2023-07-13,Keyboard,Argentina,Store_A,10,80,40
2023-07-13,Mouse,Argentina,Store_A,8,50,20
2023-07-14,Monitor,Argentina,Store_B,10,300,200
2023-07-14,Headset,Argentina,Store_B,1,100,60
2023-07-14,Mouse,Argentina,Store_B,6,50,20
2023-07-14,Monitor,USA,Store_C,9,300,200
2023-07-14,Keyboard,USA,Store_B,10,80,40
2023-07-14,Monitor,USA,Store_C,2,300,200
2023-07-14,Mouse,Spain,Store_A,10,50,20
2023-07-14,Laptop,Spain,Store_A,2,1200,800
2023-07-14,Headset,USA,Store_C,6,100,60
2023-07-14,Monitor,Spain,Store_B,7,300,200
2023-07-15,Headset,USA,Store_A,4,100,60
2023-07-15,Mouse,Argentina,Store_B,3,50,20
2023-07-15,Laptop,Argentina,Store_A,9,1200,800
2023-07-15,Mouse,Spain,Store_B,10,50,20
2023-07-15,Headset,Spain,Store_B,4,100,60
2023-07-15,Headset,Argentina,Store_B,5,100,60
2023-07-15,Monitor,Spain,Store_C,9,300,200
2023-07-15,Monitor,USA,Store_A,6,300,200
2023-07-17,Monitor,Spain,Store_C,3,300,200
2023-07-17,Monitor,USA,Store_B,7,300,200
2023-07-17,Headset,Spain,Store_B,9,100,60
2023-07-17,Laptop,Argentina,Store_A,7,1200,800
2023-07-18,Headset,Spain,Store_C,7,100,60
2023-07-18,Keyboard,Spain,Store_C,3,80,40
2023-07-18,Headset,Argentina,Store_B,9,100,60
2023-07-18,Mouse,Argentina,Store_C,2,50,20
2023-07-18,Laptop,Argentina,Store_C,5,1200,800
2023-07-18,Headset,Spain,Store_A,7,100,60
2023-07-18,Monitor,Spain,Store_A,5,300,200
2023-07-18,Mouse,Argentina,Store_A,7,50,20
2023-07-18,Keyboard,Argentina,Store_C,2,80,40
2023-07-19,Monitor,Argentina,Store_A,2,300,200
2023-07-19,Headset,Argentina,Store_B,8,100,60
2023-07-19,Laptop,Argentina,Store_A,4,1200,800
2023-07-19,Keyboard,Argentina,Store_A,6,80,40
2023-07-19,Headset,Spain,Store_C,10,100,60
2023-07-20,Keyboard,Spain,Store_B,3,80,40
2023-07-20,Laptop,Argentina,Store_B,4,1200,800
2023-07-20,Laptop,Argentina,Store_A,8,1200,800
2023-07-20,Laptop,Spain,Store_A,8,1200,800
2023-07-20,Laptop,Spain,Store_A,9,1200,800
2023-07-20,Keyboard,USA,Store_A,10,80,40
2023-07-20,Headset,USA,Store_B,8,100,60
2023-07-20,Mouse,Spain,Store_B,5,50,20
2023-07-20,Headset,Argentina,Store_C,9,100,60
2023-07-21,Mouse,USA,Store_B,4,50,20
2023-07-21,Monitor,Spain,Store_B,4,300,200
2023-07-21,Monitor,Spain,Store_C,3,300,200
2023-07-21,Mouse,USA,Store_C,6,50,20
2023-07-21,Laptop,USA,Store_C,2,1200,800
2023-07-22,Monitor,Argentina,Store_A,5,300,200
2023-07-22,Mouse,Spain,Store_B,4,50,20
2023-07-22,Mouse,USA,Store_B,2,50,20
2023-07-23,Mouse,Argentina,Store_B,10,50,20
2023-07-23,Mouse,Spain,Store_B,1,50,20
2023-07-23,Mouse,Argentina,Store_B,3,50,20
2023-07-23,Headset,Argentina,Store_C,1,100,60
2023-07-24,Monitor,Argentina,Store_B,2,300,200
2023-07-24,Headset,Argentina,Store_A,8,100,60
2023-07-24,Keyboard,Spain,Store_B,2,80,40
2023-07-24,Mouse,USA,Store_B,8,50,20
2023-07-24,Mouse,Spain,Store_A,6,50,20
2023-07-25,Monitor,USA,Store_A,9,300,200
2023-07-25,Headset,Argentina,Store_A,6,100,60
2023-07-25,Laptop,Spain,Store_C,10,1200,800
2023-07-25,Mouse,USA,Store_B,5,50,20
2023-07-25,Mouse,Spain,Store_B,3,50,20
2023-07-25,Keyboard,Spain,Store_C,5,80,40
2023-07-25,Monitor,Spain,Store_C,4,300,200
2023-07-25,Laptop,Spain,Store_A,9,1200,800
2023-07-25,Mouse,Spain,Store_B,9,50,20
2023-07-26,Mouse,Argentina,Store_A,10,50,20
2023-07-26,Headset,Spain,Store_B,4,100,60
2023-07-26,Mouse,USA,Store_A,10,50,20
2023-07-26,Monitor,Argentina,Store_C,7,300,200
2023-07-26,Keyboard,USA,Store_A,7,80,40
2023-07-26,Monitor,Argentina,Store_B,5,300,200
2023-07-26,Headset,USA,Store_B,8,100,60
2023-07-26,Mouse,USA,Store_A,9,50,20
2023-07-27,Headset,Spain,Store_A,10,100,60
2023-07-27,Laptop,USA,Store_C,9,1200,800
2023-07-27,Monitor,Argentina,Store_C,3,300,200
2023-07-27,Mouse,Argentina,Store_C,6,50,20
2023-07-27,Keyboard,Argentina,Store_C,5,80,40
2023-07-27,Laptop,Spain,Store_A,7,1200,800
2023-07-27,Headset,Argentina,Store_C,10,100,60
2023-07-27,Headset,USA,Store_C,5,100,60
2023-07-27,Keyboard,Argentina,Store_B,1,80,40
2023-07-27,Keyboard,Argentina,Store_B,5,80,40
2023-07-28,Monitor,Spain,Store_A,9,300,200
2023-07-28,Keyboard,USA,Store_B,6,80,40
2023-07-28,Monitor,Argentina,Store_A,10,300,200
2023-07-28,Headset,Argentina,Store_C,10,100,60
2023-07-28,Monitor,USA,Store_C,2,300,200
2023-07-28,Laptop,Argentina,Store_C,5,1200,800
2023-07-29,Headset,Spain,Store_B,6,100,60
2023-07-29,Keyboard,Argentina,Store_B,2,80,40
2023-07-29,Monitor,USA,Store_B,6,300,200
2023-07-29,Mouse,Spain,Store_C,8,50,20
2023-07-29,Laptop,USA,Store_C,9,1200,800
2023-07-29,Mouse,USA,Store_B,4,50,20
2023-07-29,Keyboard,Argentina,Store_A,5,80,40
2023-07-29,Mouse,Spain,Store_C,5,50,20
2023-07-29,Mouse,Spain,Store_A,4,50,20
2023-07-30,Monitor,Argentina,Store_B,1,300,200
2023-07-30,Mouse,Argentina,Store_A,2,50,20
2023-07-30,Keyboard,Argentina,Store_A,6,80,40
2023-07-31,Laptop,USA,Store_C,1,1200,800
2023-07-31,Mouse,Spain,Store_B,4,50,20
2023-07-31,Monitor,USA,Store_C,9,300,200
2023-07-31,Laptop,Argentina,Store_A,3,1200,800
2023-08-01,Laptop,Spain,Store_B,9,1200,800
2023-08-01,Monitor,USA,Store_A,5,300,200
2023-08-01,Headset,Spain,Store_B,3,100,60
2023-08-01,Keyboard,Argentina,Store_C,3,80,40
2023-08-01,Monitor,Argentina,Store_A,7,300,200
2023-08-01,Headset,USA,Store_C,8,100,60
2023-08-01,Mouse,Spain,Store_C,8,50,20
2023-08-01,Laptop,Spain,Store_B,5,1200,800
2023-08-02,Mouse,USA,Store_B,8,50,20
2023-08-02,Headset,USA,Store_C,2,100,60
2023-08-02,Headset,USA,Store_A,1,100,60
2023-08-02,Keyboard,Spain,Store_A,7,80,40
2023-08-02,Headset,USA,Store_C,10,100,60
2023-08-02,Monitor,Argentina,Store_B,9,300,200
2023-08-02,Headset,Spain,Store_B,3,100,60
2023-08-02,Monitor,Argentina,Store_A,7,300,200
2023-08-02,Mouse,Spain,Store_A,4,50,20
2023-08-02,Keyboard,Argentina,Store_A,9,80,40
2023-08-03,Keyboard,USA,Store_B,10,80,40
2023-08-03,Keyboard,USA,Store_A,6,80,40
2023-08-03,Laptop,Spain,Store_B,10,1200,800
2023-08-03,Headset,Spain,Store_C,7,100,60
2023-08-03,Keyboard,Argentina,Store_C,8,80,40
2023-08-03,Mouse,Argentina,Store_C,10,50,20
2023-08-03,Monitor,Argentina,Store_C,3,300,200
2023-08-04,Headset,Spain,Store_A,6,100,60
2023-08-04,Laptop,Argentina,Store_A,6,1200,800
2023-08-04,Mouse,Spain,Store_B,8,50,20
2023-08-04,Monitor,Spain,Store_B,3,300,200
2023-08-04,Monitor,Spain,Store_A,3,300,200
2023-08-04,Laptop,Argentina,Store_A,6,1200,800
2023-08-05,Headset,Spain,Store_C,10,100,60
2023-08-05,Keyboard,Argentina,Store_C,8,80,40
2023-08-05,Mouse,Spain,Store_A,9,50,20
2023-08-05,Mouse,Argentina,Store_B,7,50,20
2023-08-06,Mouse,Spain,Store_B,9,50,20
2023-08-06,Keyboard,USA,Store_B,6,80,40
2023-08-06,Laptop,Spain,Store_B,4,1200,800
2023-08-06,Monitor,USA,Store_A,3,300,200
2023-08-06,Keyboard,Argentina,Store_B,9,80,40
2023-08-07,Headset,USA,Store_C,5,100,60
2023-08-07,Monitor,Argentina,Store_A,3,300,200
2023-08-07,Headset,Argentina,Store_B,2,100,60
2023-08-07,Mouse,Spain,Store_C,2,50,20
2023-08-07,Mouse,Spain,Store_A,5,50,20
2023-08-07,Mouse,Spain,Store_B,6,50,20
2023-08-07,Mouse,USA,Store_A,3,50,20
2023-08-07,Keyboard,Spain,Store_B,6,80,40
2023-08-08,Headset,Spain,Store_C,7,100,60
2023-08-08,Monitor,Argentina,Store_B,2,300,200
2023-08-08,Headset,USA,Store_C,9,100,60
2023-08-08,Keyboard,USA,Store_C,8,80,40
2023-08-08,Mouse,USA,Store_A,10,50,20
2023-08-09,Keyboard,Spain,Store_B,3,80,40
2023-08-09,Laptop,USA,Store_B,6,1200,800
2023-08-09,Mouse,USA,Store_C,7,50,20
2023-08-09,Mouse,USA,Store_B,6,50,20
2023-08-09,Laptop,USA,Store_C,8,1200,800
2023-08-09,Headset,Spain,Store_C,10,100,60
2023-08-10,Headset,Argentina,Store_A,9,100,60
2023-08-10,Keyboard,USA,Store_A,5,80,40
2023-08-10,Laptop,Spain,Store_A,2,1200,800
2023-08-10,Headset,Argentina,Store_A,7,100,60
2023-08-10,Headset,Spain,Store_C,4,100,60
2023-08-11,Keyboard,Spain,Store_B,1,80,40
2023-08-11,Laptop,Spain,Store_C,8,1200,800
2023-08-11,Mouse,USA,Store_B,2,50,20
2023-08-11,Headset,Spain,Store_C,3,100,60
2023-08-11,Laptop,Argentina,Store_C,4,1200,800
2023-08-12,Headset,USA,Store_B,3,100,60
2023-08-12,Laptop,Spain,Store_B,8,1200,800
2023-08-12,Headset,Argentina,Store_C,3,100,60
2023-08-12,Mouse,Spain,Store_C,8,50,20
2023-08-12,Mouse,Argentina,Store_A,1,50,20
2023-08-12,Mouse,USA,Store_B,10,50,20
2023-08-12,Laptop,USA,Store_C,7,1200,800
2023-08-12,Keyboard,USA,Store_C,7,80,40
2023-08-12,Mouse,Argentina,Store_B,10,50,20
2023-08-13,Monitor,Argentina,Store_C,9,300,200
2023-08-13,Mouse,Argentina,Store_B,5,50,20
2023-08-13,Headset,Spain,Store_C,4,100,60
2023-08-13,Laptop,USA,Store_C,7,1200,800
2023-08-13,Mouse,Spain,Store_C,3,50,20
2023-08-13,Monitor,USA,Store_C,9,300,200
2023-08-13,Mouse,Argentina,Store_C,4,50,20
2023-08-13,Mouse,USA,Store_C,1,50,20
2023-08-13,Laptop,USA,Store_A,8,1200,800
2023-08-14,Mouse,Spain,Store_C,7,50,20
2023-08-14,Headset,USA,Store_B,10,100,60
2023-08-14,Keyboard,Spain,Store_B,9,80,40
2023-08-14,Monitor,Spain,Store_A,6,300,200
2023-08-14,Mouse,Argentina,Store_C,4,50,20
2023-08-14,Keyboard,Spain,Store_A,6,80,40
2023-08-14,Monitor,Spain,Store_B,4,300,200
2023-08-14,Headset,Argentina,Store_A,10,100,60
2023-08-15,Laptop,Argentina,Store_C,4,1200,800
2023-08-15,Headset,USA,Store_A,10,100,60
2023-08-15,Monitor,Argentina,Store_A,1,300,200
2023-08-15,Headset,Argentina,Store_B,3,100,60
2023-08-15,Headset,USA,Store_B,8,100,60
2023-08-15,Headset,USA,Store_C,10,100,60
2023-08-16,Headset,USA,Store_A,5,100,60
2023-08-16,Laptop,Argentina,Store_A,10,1200,800
2023-08-16,Headset,Argentina,Store_A,8,100,60
2023-08-16,Keyboard,Argentina,Store_B,10,80,40
2023-08-16,Laptop,Spain,Store_B,5,1200,800
2023-08-16,Headset,Spain,Store_A,3,100,60
2023-08-16,Monitor,Argentina,Store_B,10,300,200
2023-08-16,Headset,USA,Store_C,1,100,60
2023-08-17,Laptop,USA,Store_C,4,1200,800
2023-08-17,Keyboard,USA,Store_B,7,80,40
2023-08-17,Laptop,Spain,Store_B,2,1200,800
2023-08-17,Mouse,Argentina,Store_A,5,50,20
2023-08-17,Headset,Spain,Store_A,5,100,60
2023-08-17,Monitor,Spain,Store_C,7,300,200
2023-08-18,Laptop,USA,Store_A,4,1200,800
2023-08-18,Keyboard,Argentina,Store_C,8,80,40
2023-08-18,Monitor,Spain,Store_C,8,300,200
2023-08-19,Monitor,Spain,Store_C,9,300,200
2023-08-19,Keyboard,Spain,Store_C,5,80,40
2023-08-19,Headset,Argentina,Store_B,1,100,60
2023-08-19,Monitor,Spain,Store_C,8,300,200
2023-08-19,Keyboard,Argentina,Store_A,3,80,40
2023-08-19,Mouse,USA,Store_C,2,50,20
2023-08-19,Keyboard,Argentina,Store_C,6,80,40
2023-08-20,Keyboard,USA,Store_A,2,80,40
2023-08-20,Headset,Argentina,Store_C,2,100,60
2023-08-20,Headset,USA,Store_B,1,100,60
2023-08-20,Headset,Spain,Store_C,8,100,60
2023-08-20,Headset,USA,Store_B,3,100,60
2023-08-20,Monitor,Spain,Store_B,7,300,200
2023-08-20,Mouse,Argentina,Store_A,4,50,20
2023-08-20,Headset,Spain,Store_A,2,100,60
2023-08-20,Mouse,USA,Store_A,5,50,20
2023-08-20,Headset,Spain,Store_C,9,100,60
2023-08-21,Keyboard,Spain,Store_C,2,80,40
2023-08-21,Keyboard,USA,Store_B,3,80,40
2023-08-21,Headset,Spain,Store_C,2,100,60
2023-08-21,Keyboard,Spain,Store_B,9,80,40
2023-08-22,Monitor,Spain,Store_B,2,300,200
2023-08-22,Keyboard,Spain,Store_C,4,80,40
2023-08-22,Monitor,USA,Store_B,10,300,200
2023-08-22,Laptop,USA,Store_A,9,1200,800
2023-08-22,Mouse,Spain,Store_A,7,50,20
2023-08-23,Keyboard,Spain,Store_B,10,80,40
2023-08-23,Keyboard,Spain,Store_C,3,80,40
2023-08-23,Headset,USA,Store_B,7,100,60
2023-08-23,Keyboard,Argentina,Store_A,7,80,40
2023-08-23,Laptop,USA,Store_B,1,1200,800
2023-08-23,Keyboard,USA,Store_B,10,80,40
2023-08-23,Keyboard,Argentina,Store_B,1,80,40
2023-08-23,Monitor,USA,Store_C,8,300,200
2023-08-24,Headset,Argentina,Store_C,6,100,60
2023-08-24,Keyboard,USA,Store_B,7,80,40
2023-08-24,Keyboard,Argentina,Store_C,4,80,40
2023-08-24,Mouse,Spain,Store_B,9,50,20
2023-08-24,Monitor,Spain,Store_B,5,300,200
2023-08-25,Mouse,Spain,Store_C,5,50,20
2023-08-25,Mouse,Argentina,Store_C,6,50,20
2023-08-25,Headset,Spain,Store_A,1,100,60
2023-08-25,Monitor,Spain,Store_C,4,300,200
2023-08-26,Mouse,Argentina,Store_A,4,50,20
2023-08-26,Headset,Argentina,Store_C,10,100,60
2023-08-26,Monitor,USA,Store_A,4,300,200
2023-08-26,Mouse,Spain,Store_C,1,50,20
2023-08-27,Laptop,Argentina,Store_B,9,1200,800
2023-08-27,Mouse,USA,Store_C,2,50,20
2023-08-27,Mouse,Spain,Store_C,2,50,20
2023-08-27,Headset,USA,Store_C,5,100,60
2023-08-27,Keyboard,USA,Store_A,10,80,40
2023-08-27,Headset,Argentina,Store_C,9,100,60
2023-08-27,Keyboard,Argentina,Store_C,5,80,40
2023-08-28,Keyboard,USA,Store_A,7,80,40
2023-08-28,Keyboard,Argentina,Store_A,6,80,40
2023-08-28,Keyboard,Argentina,Store_C,5,80,40
2023-08-28,Mouse,Spain,Store_C,2,50,20
2023-08-28,Mouse,USA,Store_B,1,50,20
2023-08-29,Mouse,Spain,Store_C,3,50,20
2023-08-29,Monitor,Argentina,Store_A,8,300,200
2023-08-29,Monitor,Spain,Store_C,10,300,200
2023-08-29,Keyboard,Spain,Store_A,8,80,40
2023-08-29,Laptop,Spain,Store_A,4,1200,800
2023-08-29,Laptop,Argentina,Store_B,2,1200,800
2023-08-30,Mouse,USA,Store_C,3,50,20
2023-08-30,Laptop,Spain,Store_A,2,1200,800
2023-08-30,Laptop,Argentina,Store_A,2,1200,800
2023-08-30,Mouse,Spain,Store_C,10,50,20
2023-08-30,Keyboard,USA,Store_B,5,80,40
2023-08-30,Keyboard,Spain,Store_C,1,80,40
2023-08-30,Laptop,Spain,Store_A,7,1200,800
2023-08-31,Keyboard,USA,Store_C,7,80,40
2023-08-31,Keyboard,Argentina,Store_A,6,80,40
2023-09-01,Keyboard,Argentina,Store_C,7,80,40
2023-09-01,Monitor,Argentina,Store_A,7,300,200
2023-09-01,Monitor,Argentina,Store_A,3,300,200
2023-09-01,Monitor,Spain,Store_C,8,300,200
2023-09-01,Laptop,Spain,Store_C,3,1200,800
2023-09-01,Monitor,USA,Store_B,2,300,200
2023-09-01,Laptop,Spain,Store_C,5,1200,800
2023-09-01,Headset,USA,Store_B,1,100,60
2023-09-02,Monitor,Argentina,Store_A,3,300,200
2023-09-02,Mouse,Spain,Store_B,1,50,20
2023-09-02,Mouse,Argentina,Store_C,2,50,20
2023-09-02,Headset,USA,Store_C,3,100,60
2023-09-02,Laptop,Argentina,Store_C,3,1200,800
2023-09-02,Keyboard,Spain,Store_B,9,80,40
2023-09-02,Keyboard,Argentina,Store_A,5,80,40
2023-09-02,Monitor,USA,Store_B,5,300,200
2023-09-03,Mouse,Argentina,Store_B,4,50,20
2023-09-03,Monitor,USA,Store_C,6,300,200
2023-09-03,Laptop,Argentina,Store_B,3,1200,800
2023-09-03,Monitor,Argentina,Store_B,9,300,200
2023-09-03,Monitor,Argentina,Store_B,8,300,200
2023-09-04,Monitor,USA,Store_B,8,300,200
2023-09-04,Headset,Spain,Store_A,2,100,60
2023-09-04,Monitor,Spain,Store_C,5,300,200
2023-09-04,Headset,Spain,Store_A,3,100,60
2023-09-04,Laptop,USA,Store_A,5,1200,800
2023-09-04,Mouse,Spain,Store_B,9,50,20
2023-09-04,Laptop,USA,Store_C,10,1200,800
2023-09-05,Keyboard,USA,Store_A,4,80,40
2023-09-05,Monitor,USA,Store_C,2,300,200
2023-09-05,Mouse,USA,Store_C,2,50,20
2023-09-05,Mouse,USA,Store_A,8,50,20
2023-09-05,Monitor,USA,Store_A,4,300,200
2023-09-06,Laptop,USA,Store_B,9,1200,800
2023-09-06,Monitor,Argentina,Store_C,3,300,200
2023-09-06,Monitor,Spain,Store_A,3,300,200
2023-09-06,Mouse,Spain,Store_B,2,50,20
2023-09-06,Laptop,Argentina,Store_A,8,1200,800
2023-09-06,Mouse,Argentina,Store_B,6,50,20
2023-09-06,Headset,Spain,Store_C,8,100,60
2023-09-07,Monitor,Spain,Store_B,10,300,200
2023-09-07,Monitor,Argentina,Store_A,6,300,200
2023-09-07,Monitor,Argentina,Store_B,1,300,200
2023-09-08,Laptop,Argentina,Store_B,4,1200,800
2023-09-08,Mouse,Argentina,Store_A,5,50,20
2023-09-08,Monitor,Argentina,Store_A,5,300,200
2023-09-08,Keyboard,Spain,Store_B,10,80,40
2023-09-08,Monitor,USA,Store_C,10,300,200
2023-09-08,Keyboard,Spain,Store_B,6,80,40
2023-09-08,Keyboard,Argentina,Store_B,2,80,40
2023-09-08,Laptop,Argentina,Store_C,7,1200,800
2023-09-09,Headset,Argentina,Store_B,10,100,60
2023-09-09,Monitor,Argentina,Store_B,6,300,200
2023-09-09,Headset,USA,Store_A,4,100,60
2023-09-09,Keyboard,USA,Store_C,3,80,40
2023-09-09,Keyboard,Spain,Store_A,4,80,40
2023-09-10,Headset,Spain,Store_B,3,100,60
2023-09-10,Keyboard,Argentina,Store_B,3,80,40
2023-09-10,Headset,USA,Store_C,6,100,60
2023-09-10,Headset,Argentina,Store_B,4,100,60
2023-09-10,Mouse,USA,Store_A,6,50,20
2023-09-10,Laptop,USA,Store_A,5,1200,800
2023-09-10,Headset,USA,Store_B,7,100,60
2023-09-10,Headset,Argentina,Store_C,3,100,60
2023-09-10,Mouse,Argentina,Store_A,1,50,20
2023-09-10,Laptop,Spain,Store_C,4,1200,800
2023-09-10,Mouse,USA,Store_A,5,50,20
2023-09-11,Headset,USA,Store_B,9,100,60
2023-09-11,Monitor,Argentina,Store_B,6,300,200
2023-09-11,Laptop,USA,Store_B,9,1200,800
2023-09-11,Headset,Spain,Store_B,4,100,60
2023-09-11,Mouse,Spain,Store_B,4,50,20
2023-09-11,Mouse,Argentina,Store_A,4,50,20
2023-09-11,Keyboard,Spain,Store_A,4,80,40
2023-09-11,Headset,Spain,Store_A,7,100,60
2023-09-11,Keyboard,Argentina,Store_C,5,80,40
2023-09-12,Laptop,Spain,Store_C,9,1200,800
2023-09-12,Mouse,Spain,Store_B,7,50,20
2023-09-12,Keyboard,Argentina,Store_C,6,80,40
2023-09-12,Mouse,Argentina,Store_A,9,50,20
2023-09-12,Monitor,Spain,Store_C,2,300,200
2023-09-12,Laptop,USA,Store_C,3,1200,800
2023-09-13,Headset,Spain,Store_B,5,100,60
2023-09-13,Monitor,Spain,Store_B,9,300,200
2023-09-13,Mouse,Argentina,Store_B,7,50,20
2023-09-13,Mouse,Argentina,Store_C,1,50,20
2023-09-13,Monitor,USA,Store_C,10,300,200
2023-09-13,Mouse,Argentina,Store_A,1,50,20
2023-09-13,Monitor,Spain,Store_C,9,300,200
2023-09-13,Monitor,Spain,Store_C,10,300,200
2023-09-13,Headset,USA,Store_B,6,100,60
2023-09-14,Mouse,USA,Store_B,1,50,20
2023-09-14,Laptop,USA,Store_B,1,1200,800
2023-09-14,Monitor,Argentina,Store_A,7,300,200
2023-09-14,Mouse,USA,Store_B,2,50,20
2023-09-14,Keyboard,USA,Store_A,6,80,40
2023-09-14,Mouse,Spain,Store_A,9,50,20
2023-09-14,Headset,Spain,Store_A,8,100,60
2023-09-14,Monitor,USA,Store_A,1,300,200
2023-09-14,Laptop,USA,Store_A,3,1200,800
2023-09-14,Monitor,Argentina,Store_B,1,300,200
2023-09-15,Headset,Argentina,Store_B,4,100,60
2023-09-15,Laptop,Argentina,Store_A,5,1200,800
2023-09-15,Mouse,USA,Store_A,4,50,20
2023-09-15,Laptop,Spain,Store_C,2,1200,800
2023-09-15,Mouse,USA,Store_B,10,50,20
2023-09-15,Mouse,USA,Store_B,4,50,20
2023-09-15,Mouse,Spain,Store_A,8,50,20
2023-09-15,Monitor,Argentina,Store_C,10,300,200
2023-09-15,Laptop,Spain,Store_B,6,1200,800
2023-09-16,Headset,Spain,Store_A,5,100,60
2023-09-16,Mouse,USA,Store_C,3,50,20
2023-09-16,Mouse,Argentina,Store_C,7,50,20
2023-09-16,Headset,Argentina,Store_C,9,100,60
2023-09-16,Keyboard,Spain,Store_A,10,80,40
2023-09-16,Keyboard,USA,Store_A,3,80,40
2023-09-16,Monitor,USA,Store_A,10,300,200
2023-09-16,Monitor,Spain,Store_B,10,300,200
2023-09-16,Monitor,Argentina,Store_B,1,300,200
2023-09-16,Laptop,Argentina,Store_B,1,1200,800
2023-09-16,Monitor,USA,Store_B,4,300,200
2023-09-16,Laptop,Spain,Store_B,6,1200,800
2023-09-16,Headset,Argentina,Store_B,2,100,60
2023-09-16,Laptop,Spain,Store_B,3,1200,800
