id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,Ori_Airp_Name,Ori_Lon,Ori_Lat,dest,Des_Airp_Name,Des_Lon,Des_Lat,air_time,distance,hour,minute,time_hour,name,geocode
86693,2013,12,4,1536.0,1515,21.0,1642.0,1643,-1.0,EV,5302,N712EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,15,15,2013-12-04 15:00:00,ExpressJet Airlines Inc.,US_KLGA
87056,2013,12,4,2158.0,2159,-1.0,2257.0,2307,-10.0,9E,3843,N906XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,21,59,2013-12-04 21:00:00,Endeavor Air Inc.,US_KLGA
87083,2013,12,5,16.0,2159,137.0,117.0,2307,130.0,9E,3525,N602LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-12-05 21:00:00,Endeavor Air Inc.,US_KLGA
87758,2013,12,5,1936.0,1515,261.0,2035.0,1643,232.0,EV,5302,N740EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,15,15,2013-12-05 15:00:00,ExpressJet Airlines Inc.,US_KLGA
87900,2013,12,5,,1235,,,1351,,9E,3340,,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,12,35,2013-12-05 12:00:00,Endeavor Air Inc.,US_KLGA
88437,2013,12,6,1231.0,1235,-4.0,1358.0,1351,7.0,9E,3340,N298PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,43.0,198,12,35,2013-12-06 12:00:00,Endeavor Air Inc.,US_KLGA
88936,2013,12,6,2207.0,2159,8.0,2311.0,2307,4.0,9E,3525,N930XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,59,2013-12-06 21:00:00,Endeavor Air Inc.,US_KLGA
89005,2013,12,6,,1515,,,1643,,EV,5302,N614QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,15,15,2013-12-06 15:00:00,ExpressJet Airlines Inc.,US_KLGA
90032,2013,12,8,1241.0,1235,6.0,1358.0,1351,7.0,9E,3340,N924XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,12,35,2013-12-08 12:00:00,Endeavor Air Inc.,US_KLGA
90171,2013,12,8,1512.0,1515,-3.0,1619.0,1643,-24.0,EV,5302,N752EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,15,15,2013-12-08 15:00:00,ExpressJet Airlines Inc.,US_KLGA
90506,2013,12,8,2239.0,2159,40.0,2400.0,2307,53.0,9E,3525,N922XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,21,59,2013-12-08 21:00:00,Endeavor Air Inc.,US_KLGA
91018,2013,12,9,1345.0,1235,70.0,1542.0,1351,111.0,9E,3340,N294PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,47.0,198,12,35,2013-12-09 12:00:00,Endeavor Air Inc.,US_KLGA
91289,2013,12,9,1832.0,1515,197.0,1943.0,1643,180.0,EV,5302,N710EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,15,2013-12-09 15:00:00,ExpressJet Airlines Inc.,US_KLGA
91494,2013,12,9,,2159,,,2307,,9E,3525,,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,21,59,2013-12-09 21:00:00,Endeavor Air Inc.,US_KLGA
92295,2013,12,10,,2159,,,2307,,9E,3843,,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,21,59,2013-12-10 21:00:00,Endeavor Air Inc.,US_KLGA
92392,2013,12,10,,1515,,,1643,,EV,5302,N752EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,15,15,2013-12-10 15:00:00,ExpressJet Airlines Inc.,US_KLGA
93199,2013,12,11,1742.0,1515,147.0,1854.0,1643,131.0,EV,5302,N760EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,15,15,2013-12-11 15:00:00,ExpressJet Airlines Inc.,US_KLGA
93426,2013,12,11,2225.0,2159,26.0,2324.0,2307,17.0,9E,3843,N905XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,21,59,2013-12-11 21:00:00,Endeavor Air Inc.,US_KLGA
93868,2013,12,12,1257.0,1235,22.0,1406.0,1351,15.0,9E,3340,N602LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,12,35,2013-12-12 12:00:00,Endeavor Air Inc.,US_KLGA
94008,2013,12,12,1523.0,1515,8.0,1641.0,1643,-2.0,EV,5302,N761ND,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,46.0,198,15,15,2013-12-12 15:00:00,ExpressJet Airlines Inc.,US_KLGA
94392,2013,12,12,2159.0,2159,0.0,2307.0,2307,0.0,9E,3525,N905XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,21,59,2013-12-12 21:00:00,Endeavor Air Inc.,US_KLGA
94416,2013,12,13,120.0,2159,201.0,218.0,2307,191.0,9E,3525,N901XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,21,59,2013-12-13 21:00:00,Endeavor Air Inc.,US_KLGA
94819,2013,12,13,1232.0,1235,-3.0,1333.0,1351,-18.0,9E,3340,N292PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,43.0,198,12,35,2013-12-13 12:00:00,Endeavor Air Inc.,US_KLGA
95036,2013,12,13,1611.0,1515,56.0,1731.0,1643,48.0,EV,5302,N748EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,43.0,198,15,15,2013-12-13 15:00:00,ExpressJet Airlines Inc.,US_KLGA
96342,2013,12,15,1228.0,1235,-7.0,1323.0,1351,-28.0,9E,3340,N605LR,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,12,35,2013-12-15 12:00:00,Endeavor Air Inc.,US_KLGA
96477,2013,12,15,1506.0,1515,-9.0,1621.0,1643,-22.0,EV,5302,N755EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,15,15,2013-12-15 15:00:00,ExpressJet Airlines Inc.,US_KLGA
96873,2013,12,15,2225.0,2159,26.0,2326.0,2307,19.0,9E,3525,N916XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,59,2013-12-15 21:00:00,Endeavor Air Inc.,US_KLGA
97363,2013,12,16,1235.0,1235,0.0,1339.0,1351,-12.0,9E,3340,N279PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,12,35,2013-12-16 12:00:00,Endeavor Air Inc.,US_KLGA
97511,2013,12,16,1516.0,1515,1.0,1638.0,1643,-5.0,EV,5302,N716EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,15,15,2013-12-16 15:00:00,ExpressJet Airlines Inc.,US_KLGA
97909,2013,12,16,2240.0,2159,41.0,2335.0,2307,28.0,9E,3525,N299PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-12-16 21:00:00,Endeavor Air Inc.,US_KLGA
98497,2013,12,17,1714.0,1515,119.0,1909.0,1643,146.0,EV,5302,N615QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,15,15,2013-12-17 15:00:00,ExpressJet Airlines Inc.,US_KLGA
98767,2013,12,17,,2159,,,2307,,9E,3843,,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,21,59,2013-12-17 21:00:00,Endeavor Air Inc.,US_KLGA
99520,2013,12,18,1657.0,1515,102.0,1818.0,1643,95.0,EV,5302,N722EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,15,15,2013-12-18 15:00:00,ExpressJet Airlines Inc.,US_KLGA
99803,2013,12,18,2210.0,2159,11.0,2305.0,2307,-2.0,9E,3843,N928XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,21,59,2013-12-18 21:00:00,Endeavor Air Inc.,US_KLGA
100643,2013,12,19,1923.0,1929,-6.0,2030.0,2055,-25.0,EV,5289,N600QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,19,29,2013-12-19 19:00:00,ExpressJet Airlines Inc.,US_KLGA
100760,2013,12,19,2200.0,2159,1.0,2305.0,2308,-3.0,9E,3525,N929XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,21,59,2013-12-19 21:00:00,Endeavor Air Inc.,US_KLGA
101724,2013,12,20,2152.0,2159,-7.0,2252.0,2308,-16.0,9E,3525,N296PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,59,2013-12-20 21:00:00,Endeavor Air Inc.,US_KLGA
102203,2013,12,21,1432.0,1410,22.0,1601.0,1525,36.0,9E,3403,N8918B,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,14,10,2013-12-21 14:00:00,Endeavor Air Inc.,US_KLGA
102534,2013,12,21,2103.0,2105,-2.0,2203.0,2215,-12.0,9E,3525,N910XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,5,2013-12-21 21:00:00,Endeavor Air Inc.,US_KLGA
103095,2013,12,22,1554.0,1559,-5.0,1655.0,1724,-29.0,EV,5302,N605QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,15,59,2013-12-22 15:00:00,ExpressJet Airlines Inc.,US_KLGA
103404,2013,12,22,2130.0,2105,25.0,2227.0,2216,11.0,9E,3525,N298PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,21,5,2013-12-22 21:00:00,Endeavor Air Inc.,US_KLGA
104387,2013,12,23,2149.0,2120,29.0,2250.0,2231,19.0,9E,3525,N279PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,21,20,2013-12-23 21:00:00,Endeavor Air Inc.,US_KLGA
105097,2013,12,24,1806.0,1815,-9.0,1911.0,1936,-25.0,9E,3525,N294PQ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,18,15,2013-12-24 18:00:00,Endeavor Air Inc.,US_KLGA
105787,2013,12,25,1809.0,1815,-6.0,1912.0,1936,-24.0,9E,3525,N932XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,18,15,2013-12-25 18:00:00,Endeavor Air Inc.,US_KLGA
106818,2013,12,26,2053.0,2105,-12.0,2151.0,2216,-25.0,9E,3525,N934XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,5,2013-12-26 21:00:00,Endeavor Air Inc.,US_KLGA
107802,2013,12,27,2115.0,2105,10.0,2215.0,2216,-1.0,9E,3525,N904XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,21,5,2013-12-27 21:00:00,Endeavor Air Inc.,US_KLGA
108323,2013,12,28,1513.0,1410,63.0,1619.0,1525,54.0,9E,3403,N8665A,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,14,10,2013-12-28 14:00:00,Endeavor Air Inc.,US_KLGA
108616,2013,12,28,2057.0,2105,-8.0,2159.0,2215,-16.0,9E,3525,N917XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,34.0,198,21,5,2013-12-28 21:00:00,Endeavor Air Inc.,US_KLGA
109452,2013,12,29,2104.0,2105,-1.0,2217.0,2216,1.0,9E,3525,N905XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,21,5,2013-12-29 21:00:00,Endeavor Air Inc.,US_KLGA
110488,2013,12,30,2229.0,2120,69.0,2332.0,2231,61.0,9E,3525,N920XJ,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,21,20,2013-12-30 21:00:00,Endeavor Air Inc.,US_KLGA
111156,2013,12,31,1812.0,1815,-3.0,1910.0,1936,-26.0,EV,5003,N724EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,18,15,2013-12-31 18:00:00,ExpressJet Airlines Inc.,US_KLGA
137824,2013,3,2,1825.0,1800,25.0,1935.0,1917,18.0,EV,5348,N759EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,18,0,2013-03-02 18:00:00,ExpressJet Airlines Inc.,US_KLGA
144352,2013,3,9,1757.0,1800,-3.0,1854.0,1917,-23.0,EV,5348,N730EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,34.0,198,18,0,2013-03-09 18:00:00,ExpressJet Airlines Inc.,US_KLGA
150923,2013,3,16,1816.0,1800,16.0,1946.0,1917,29.0,EV,5348,N718EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,18,0,2013-03-16 18:00:00,ExpressJet Airlines Inc.,US_KLGA
157457,2013,3,23,1800.0,1800,0.0,1859.0,1917,-18.0,EV,5348,N730EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,18,0,2013-03-23 18:00:00,ExpressJet Airlines Inc.,US_KLGA
170597,2013,4,6,1755.0,1800,-5.0,1854.0,1917,-23.0,EV,5348,N740EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,18,0,2013-04-06 18:00:00,ExpressJet Airlines Inc.,US_KLGA
177067,2013,4,13,1528.0,1530,-2.0,1629.0,1653,-24.0,EV,5274,N719EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,41.0,198,15,30,2013-04-13 15:00:00,ExpressJet Airlines Inc.,US_KLGA
183732,2013,4,20,1617.0,1530,47.0,1722.0,1653,29.0,EV,5274,N612QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,15,30,2013-04-20 15:00:00,ExpressJet Airlines Inc.,US_KLGA
190317,2013,4,27,1613.0,1530,43.0,1730.0,1653,37.0,EV,5274,N717EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,15,30,2013-04-27 15:00:00,ExpressJet Airlines Inc.,US_KLGA
194361,2013,5,1,2220.0,2225,-5.0,2313.0,2337,-24.0,EV,5215,N600QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,22,25,2013-05-01 22:00:00,ExpressJet Airlines Inc.,US_KLGA
195341,2013,5,2,2236.0,2225,11.0,2330.0,2337,-7.0,EV,5215,N712EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,22,25,2013-05-02 22:00:00,ExpressJet Airlines Inc.,US_KLGA
196316,2013,5,3,2334.0,2225,69.0,29.0,2337,52.0,EV,5215,N724EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,22,25,2013-05-03 22:00:00,ExpressJet Airlines Inc.,US_KLGA
197978,2013,5,5,2224.0,2225,-1.0,2320.0,2337,-17.0,EV,5215,N719EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,34.0,198,22,25,2013-05-05 22:00:00,ExpressJet Airlines Inc.,US_KLGA
198957,2013,5,6,2220.0,2225,-5.0,2325.0,2337,-12.0,EV,5215,N724EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,22,25,2013-05-06 22:00:00,ExpressJet Airlines Inc.,US_KLGA
199915,2013,5,7,2219.0,2225,-6.0,2309.0,2337,-28.0,EV,5215,N600QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,34.0,198,22,25,2013-05-07 22:00:00,ExpressJet Airlines Inc.,US_KLGA
200869,2013,5,8,,2225,,,2337,,EV,5215,N754EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,22,25,2013-05-08 22:00:00,ExpressJet Airlines Inc.,US_KLGA
201854,2013,5,9,2348.0,2225,83.0,36.0,2337,59.0,EV,5215,N740EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,22,25,2013-05-09 22:00:00,ExpressJet Airlines Inc.,US_KLGA
202833,2013,5,10,2235.0,2225,10.0,2330.0,2337,-7.0,EV,5215,N716EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,22,25,2013-05-10 22:00:00,ExpressJet Airlines Inc.,US_KLGA
204469,2013,5,12,2220.0,2225,-5.0,2311.0,2337,-26.0,EV,5215,N604QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,22,25,2013-05-12 22:00:00,ExpressJet Airlines Inc.,US_KLGA
205441,2013,5,13,2221.0,2225,-4.0,2316.0,2337,-21.0,EV,5215,N719EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,22,25,2013-05-13 22:00:00,ExpressJet Airlines Inc.,US_KLGA
206407,2013,5,14,2241.0,2225,16.0,2332.0,2337,-5.0,EV,5215,N391CA,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,22,25,2013-05-14 22:00:00,ExpressJet Airlines Inc.,US_KLGA
207355,2013,5,15,2217.0,2225,-8.0,2314.0,2337,-23.0,EV,5215,N604QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,22,25,2013-05-15 22:00:00,ExpressJet Airlines Inc.,US_KLGA
208352,2013,5,16,2223.0,2225,-2.0,2318.0,2337,-19.0,EV,5215,N738EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,40.0,198,22,25,2013-05-16 22:00:00,ExpressJet Airlines Inc.,US_KLGA
209335,2013,5,17,2227.0,2225,2.0,2320.0,2337,-17.0,EV,5215,N738EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,34.0,198,22,25,2013-05-17 22:00:00,ExpressJet Airlines Inc.,US_KLGA
210103,2013,5,19,44.0,2225,139.0,148.0,2337,131.0,EV,5215,N754EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,42.0,198,22,25,2013-05-19 22:00:00,ExpressJet Airlines Inc.,US_KLGA
211011,2013,5,20,40.0,2225,135.0,203.0,2337,146.0,EV,5215,N709EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,64.0,198,22,25,2013-05-20 22:00:00,ExpressJet Airlines Inc.,US_KLGA
212937,2013,5,21,2305.0,2225,40.0,12.0,2337,35.0,EV,5215,N744EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,39.0,198,22,25,2013-05-21 22:00:00,ExpressJet Airlines Inc.,US_KLGA
212960,2013,5,22,39.0,2225,134.0,130.0,2337,113.0,EV,5215,N712EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,22,25,2013-05-22 22:00:00,ExpressJet Airlines Inc.,US_KLGA
214862,2013,5,23,,2225,,,2337,,EV,5215,N716EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,22,25,2013-05-23 22:00:00,ExpressJet Airlines Inc.,US_KLGA
215850,2013,5,24,2307.0,2225,42.0,11.0,2337,34.0,EV,5215,N398CA,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,22,25,2013-05-24 22:00:00,ExpressJet Airlines Inc.,US_KLGA
218264,2013,5,27,2221.0,2225,-4.0,2318.0,2337,-19.0,EV,5215,N615QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,22,25,2013-05-27 22:00:00,ExpressJet Airlines Inc.,US_KLGA
219233,2013,5,28,2221.0,2225,-4.0,2329.0,2337,-8.0,EV,5215,N722EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,48.0,198,22,25,2013-05-28 22:00:00,ExpressJet Airlines Inc.,US_KLGA
220212,2013,5,29,2230.0,2225,5.0,2327.0,2337,-10.0,EV,5215,N608QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,22,25,2013-05-29 22:00:00,ExpressJet Airlines Inc.,US_KLGA
221198,2013,5,30,2223.0,2225,-2.0,2316.0,2337,-21.0,EV,5215,N604QX,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,36.0,198,22,25,2013-05-30 22:00:00,ExpressJet Airlines Inc.,US_KLGA
222184,2013,5,31,2258.0,2225,33.0,,2337,,EV,5215,N751EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,22,25,2013-05-31 22:00:00,ExpressJet Airlines Inc.,US_KLGA
223774,2013,6,2,2322.0,2225,57.0,16.0,2337,39.0,EV,5215,N755EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,35.0,198,22,25,2013-06-02 22:00:00,ExpressJet Airlines Inc.,US_KLGA
224852,2013,6,3,,2225,,,2337,,EV,5215,N391CA,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,,198,22,25,2013-06-03 22:00:00,ExpressJet Airlines Inc.,US_KLGA
225798,2013,6,4,2218.0,2225,-7.0,2309.0,2337,-28.0,EV,5215,N759EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,33.0,198,22,25,2013-06-04 22:00:00,ExpressJet Airlines Inc.,US_KLGA
226769,2013,6,5,2232.0,2225,7.0,2338.0,2337,1.0,EV,5215,N398CA,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,38.0,198,22,25,2013-06-05 22:00:00,ExpressJet Airlines Inc.,US_KLGA
227749,2013,6,6,2344.0,2225,79.0,40.0,2337,63.0,EV,5215,N718EV,LGA,Aeropuerto de La Guardia,-73.872597,40.777199,SYR,Aeropuerto Internacional Syracuse Hancock,-76.1063,43.111198,37.0,198,22,25,2013-06-06 22:00:00,ExpressJet Airlines Inc.,US_KLGA
